filename,umap_x,umap_y,sub_cluster_id
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day0.png,-3.6283405,2.5840504,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day1.png,-5.7095156,3.943451,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day2.png,0.71233344,-2.5634654,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day0.png,-1.6788821,0.81042254,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day1.png,-0.6015984,-1.5363144,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day2.png,0.98818785,-2.7003422,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day1.png,-1.521005,-1.5755969,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day0.png,-1.3027452,0.90165615,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day2.png,1.5738367,-2.4489815,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day0.png,-4.700883,5.850006,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day1.png,-1.7294786,1.5383804,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day2.png,-5.8418946,4.837179,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day0.png,-4.52842,5.783689,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day1.png,-1.952876,1.4982015,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day2.png,-5.892606,5.0045056,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day0.png,-5.2808065,8.334101,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day1.png,-2.7997253,1.9687321,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day2.png,1.6718802,-2.0403535,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day0.png,-5.2666726,8.339247,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day1.png,-2.8014934,1.8978256,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day2.png,2.1728413,-1.7958055,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day0.png,-3.3640933,2.2623415,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day1.png,-0.037883576,-1.0025681,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day2.png,-0.54805815,-1.8763621,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day0.png,-3.4299407,2.4970136,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day1.png,-0.18459222,-1.1172438,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day2.png,-0.5561551,-1.7794635,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day0.png,-4.2470894,2.123216,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day1.png,-4.758021,2.8260615,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day2.png,-4.2214994,0.6472049,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day0.png,-4.1119027,2.1957355,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day1.png,-4.7637897,2.5398476,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day2.png,-4.086652,0.4776752,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day0.png,-2.1522596,2.5743315,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day1.png,-5.159645,6.952275,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day2.png,3.2215466,-1.6968379,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day0.png,-0.7632542,0.008988718,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day1.png,-3.7339885,0.46428245,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day2.png,-0.52310216,-0.79221153,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day1.png,1.4372983,-0.53424233,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day0.png,-3.7917724,2.5750663,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day1.png,-2.9005704,-0.572713,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day0.png,-4.353675,5.626601,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day1.png,-3.8189816,3.3941658,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day2.png,3.6730716,-1.8005328,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day0.png,-3.3435602,4.3887143,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day1.png,-0.87564504,1.2672659,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day0.png,0.14227703,-0.6297436,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day1.png,-1.7542297,1.2600266,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day2.png,2.9967158,-2.215944,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day0.png,-1.003915,0.12676986,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day1.png,-0.7516858,-2.0754054,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day2.png,-1.5225838,-1.8101308,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day1.png,1.7887571,-1.4658886,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day0.png,-3.1648324,3.6096733,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day1.png,1.0355043,-2.4637964,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day2.png,2.7307162,-2.2324526,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day0.png,-1.6826844,2.1781042,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day0.png,-5.2588215,6.311237,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day1.png,-0.4959078,-1.550628,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day2.png,4.1337967,-1.8974109,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day0.png,-5.456284,7.116546,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day1.png,-0.9150572,-1.3838766,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day2.png,-4.733763,2.3725007,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day0.png,-4.8307133,6.1438,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day1.png,-3.9416237,1.8974671,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day2.png,2.7415612,-2.8385155,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day0.png,-5.282404,6.9668207,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day1.png,-5.6497836,5.858025,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day2.png,2.6068568,-2.834377,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day0.png,-0.43268874,-0.38482806,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day1.png,-1.645128,0.3386073,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day2.png,1.1485069,-2.4158328,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day0.png,-3.8294945,1.5533519,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day1.png,-1.8856083,0.6048502,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day2.png,-4.72818,1.6691356,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day0.png,-3.7988057,2.478632,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day1.png,1.2847565,-2.5188227,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day2.png,1.6704481,-2.3994174,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day0.png,-3.9446898,2.7651122,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day1.png,-1.5520536,-1.8580496,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day0.png,-2.0798986,1.0957803,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day2.png,1.6376182,-2.4483423,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day1.png,1.7577372,-1.9328642,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day2.png,4.438192,-1.8050833,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day0.png,-3.3254523,2.3934193,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day1.png,-5.1730494,2.4440522,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day2.png,2.790631,-2.750027,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day0.png,-4.4783354,5.5958257,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day1.png,-0.1982235,-0.6471162,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day2.png,2.2266781,-2.3825407,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day0.png,-5.6114244,7.7049413,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day1.png,-0.6220924,-0.7239798,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day2.png,-5.0099163,1.7001728,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day0.png,3.5709755,-1.9195285,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day1.png,3.784085,-1.9282886,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day2.png,1.8310113,-1.9662768,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day0.png,-3.064104,-0.57240504,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day1.png,1.670837,-2.05508,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day2.png,1.7618563,-1.9276196,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day0.png,3.5869765,-1.9046206,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day2.png,3.200393,-1.8891978,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day1.png,4.2043114,-1.9081687,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day0.png,0.8998589,-1.9532727,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day1.png,-1.9088392,-1.7656412,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day2.png,-1.8328121,-1.2483404,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_FITC_Day0.png,-5.603521,7.8531938,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_FITC_Day1.png,-0.522341,-0.79769397,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_FITC_Day2.png,2.7120674,-2.381245,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_TRITC_Day0.png,-5.6138725,7.891137,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_TRITC_Day1.png,-0.14681306,-0.77787524,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_TRITC_Day2.png,2.3766696,-2.5984511,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_FITC_Day0.png,-1.9501688,0.999186,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_FITC_Day1.png,-1.2308544,-0.7235385,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_FITC_Day2.png,1.253807,-2.1890137,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_TRITC_Day0.png,-1.9075578,1.0517479,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_TRITC_Day1.png,-1.1050363,-0.84125876,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_TRITC_Day2.png,1.1784304,-2.3626087,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_FITC_Day0.png,-0.023994308,-1.8903643,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_FITC_Day1.png,2.163298,-2.1603794,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_FITC_Day2.png,4.0855136,-1.8549597,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_TRITC_Day0.png,0.08553488,-1.5856614,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_TRITC_Day1.png,2.1048822,-2.1169305,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_TRITC_Day2.png,3.8638122,-2.0520132,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_FITC_Day0.png,-1.5913243,0.84653044,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_FITC_Day1.png,-1.0194632,-0.22923571,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_FITC_Day2.png,4.0805645,-1.8509728,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_TRITC_Day0.png,-1.5417423,0.94720334,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_TRITC_Day1.png,-0.91255736,-0.21835035,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_TRITC_Day2.png,3.9118524,-1.9201151,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_FITC_Day0.png,-2.0629737,1.1609861,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_FITC_Day1.png,-3.6467502,2.2663667,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_FITC_Day2.png,-0.43974793,-2.4278688,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_TRITC_Day0.png,-3.747624,2.597598,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_TRITC_Day1.png,-3.9515674,2.5987768,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_TRITC_Day2.png,-0.2564607,-2.4555633,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_FITC_Day0.png,1.7706153,-2.0228722,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_FITC_Day1.png,4.332969,-1.7940148,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_FITC_Day2.png,4.1986055,-1.8406979,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_TRITC_Day0.png,1.7789901,-2.0650468,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_TRITC_Day1.png,4.4049387,-1.7581897,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_TRITC_Day2.png,4.2702856,-1.8106756,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_FITC_Day1.png,4.2887917,-1.8410368,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_FITC_Day2.png,0.3555328,-2.8096592,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_TRITC_Day0.png,0.334377,-1.331879,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_TRITC_Day1.png,1.3110347,-2.7783241,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_TRITC_Day2.png,2.64395,-2.7975833,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_FITC_Day0.png,-1.1614834,-0.2155696,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_FITC_Day1.png,-1.1131525,-0.83283275,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_FITC_Day2.png,4.471994,-1.7161978,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_TRITC_Day0.png,-1.2145157,-0.16083184,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_TRITC_Day1.png,-2.5218587,-0.2430913,1
NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_TRITC_Day2.png,4.4279647,-1.7245106,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_FITC_Day0.png,-1.6081723,-0.28785694,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_FITC_Day1.png,-4.06649,1.608325,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_FITC_Day2.png,-5.8531713,4.774118,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_TRITC_Day0.png,-2.4505506,-0.022456275,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_TRITC_Day1.png,-2.8613381,1.1797863,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_TRITC_Day2.png,-5.7992883,4.757207,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_FITC_Day0.png,-4.8351307,6.2382536,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_FITC_Day1.png,-1.3857043,-0.78414327,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_FITC_Day2.png,-3.2270088,-0.42739555,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_TRITC_Day0.png,-4.916962,6.2464504,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_TRITC_Day1.png,0.35144717,-0.8423194,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_TRITC_Day2.png,-2.8812683,-0.66812176,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_FITC_Day0.png,-4.251527,2.9450912,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_FITC_Day1.png,-4.6880455,2.5693617,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_FITC_Day2.png,-0.7834482,-2.425212,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_TRITC_Day0.png,-4.558041,3.6070883,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_TRITC_Day1.png,-4.31526,2.4264014,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_TRITC_Day2.png,-3.791732,0.28480896,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site4_FITC_Day0.png,-3.205162,2.7853568,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site4_FITC_Day1.png,-0.9705599,-1.4702687,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site4_FITC_Day2.png,-4.8627725,2.3263874,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site4_TRITC_Day0.png,-3.48093,2.7820156,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site4_TRITC_Day1.png,-0.19062671,-1.2488024,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site4_TRITC_Day2.png,-4.633692,1.6380838,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site1_FITC_Day0.png,-4.896903,6.006218,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site1_FITC_Day1.png,-4.687297,3.634981,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site1_FITC_Day2.png,-5.6763134,7.576527,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site1_TRITC_Day0.png,-4.8828135,5.871869,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site1_TRITC_Day1.png,-4.359904,3.2644482,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site1_TRITC_Day2.png,-5.659197,7.629331,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site2_FITC_Day0.png,-5.319521,6.2989063,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site2_FITC_Day1.png,-5.3000474,6.230973,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site2_FITC_Day2.png,-3.11082,-0.92196625,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site2_TRITC_Day0.png,-5.318594,6.2804837,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site2_TRITC_Day1.png,-5.2015963,6.1666374,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site2_TRITC_Day2.png,-3.010307,-0.9530108,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site3_FITC_Day0.png,-4.009839,1.3241222,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site3_FITC_Day1.png,-4.9032407,2.2072089,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site3_FITC_Day2.png,0.16006069,-2.5504594,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site3_TRITC_Day0.png,-4.267229,1.4107751,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site3_TRITC_Day1.png,-4.864599,2.2474372,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site3_TRITC_Day2.png,0.4932109,-2.522121,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site4_FITC_Day0.png,-3.9440246,0.82291275,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site4_FITC_Day1.png,-4.648724,2.0722516,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site4_FITC_Day2.png,-4.7936916,1.866194,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site4_TRITC_Day0.png,-4.1815653,1.0823039,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site4_TRITC_Day1.png,-4.616782,2.3208709,1
NCI Images/breast/bt549/nybd1/NYBD1-C3_500nM_BT549_site4_TRITC_Day2.png,-4.609262,1.514795,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site1_FITC_Day0.png,-2.8665059,3.6588073,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site1_FITC_Day1.png,-4.0573506,3.9700224,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site1_FITC_Day2.png,-5.0234594,1.7996739,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site1_TRITC_Day0.png,-3.617613,3.841919,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site1_TRITC_Day1.png,-3.3070707,3.5770125,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site1_TRITC_Day2.png,-3.360083,0.23802043,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site2_FITC_Day0.png,-5.4295173,8.0593815,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site2_FITC_Day1.png,-4.2521687,4.687089,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site2_FITC_Day2.png,-3.3562126,-0.46349442,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site2_TRITC_Day0.png,-5.582211,7.9704823,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site2_TRITC_Day1.png,-3.32436,3.9643981,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site2_TRITC_Day2.png,-1.5154183,-1.4265846,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site3_FITC_Day0.png,-3.3317237,4.1102114,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site3_FITC_Day1.png,-5.7933474,4.879635,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site3_FITC_Day2.png,-1.3380256,-1.9964886,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site3_TRITC_Day0.png,-5.0009375,5.8400993,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site3_TRITC_Day1.png,-5.5031204,4.1870117,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site3_TRITC_Day2.png,0.91862833,-2.5829313,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site4_FITC_Day0.png,0.5767961,-0.25822547,1
NCI Images/breast/bt549/nybd1/NYBD1-C4_250nM_BT549_site4_FITC_Day1.png,0.30711085,-2.580435,1
